OBJECTID,RID,GENERIC CASE ID,GENERIC OFFENDER ID,CHARGE NUMBER,SENTENCE YEAR,GENDER,AGE GROUP,RACE,SENTENCE TYPE,HOMICIDE TYPE,OFFENSE SEVERITY GROUP,SENTENCE IMPOSED MONTHS,SENTENCE SUSPENDED MONTHS,SENTENCE TO SERVE MONTHS,SENTENCE PROBATION MONTHS,VVCA AMT,FINE AMT,RESTITUTION AMT,FINE SUSPENDED AMT,GIS ID,GLOBALID,CREATOR,CREATED,EDITOR,EDITED,SEVERITY_OF_OFFENSE,PRESENCE_OF_WITNESS,SEVERITY_OF_OFFENSE_ID,OFFENSE TYPE
9,47,6564058,1522596,3.1415,2020.0,,18-21,Black,Long Split,,M2,2592.0,36.0,180.0,60.0,100.0,0.0,0.0,0.0,Felony_Sentences_9,{A4896F8E-9651-414C-94C1-353257C6DE48},,,,,misdemeanours,No,54612,Homicide
12060,11570,5555961,5635577,3.1415,2014.0,M,41-50,Black,Incarceration,,M8,216.0,0.0,18.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_12060,{6D06DC44-6802-4F4A-BF83-C4AB117811D3},,,,,misdemeanours,Yes,54612,Violent
14818,14968,6572685,6514921,3.1415,2013.0,M,31-40,Black,Incarceration,,M8,,0.0,20.0,0.0,100.0,0.0,,0.0,Felony_Sentences_14818,{59A292C3-E9F5-4471-8EB2-F97C9A0267F3},,,,,misdemeanours,Yes,54612,Other
10432,9894,2383440,2420645,3.1415,2015.0,M,18-21,Black,Incarceration,,M6,720.0,0.0,60.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_10432,{046935A2-3B2E-4F2B-9FE8-559F0034A615},,,,,infractions,Yes,54612,Violent
5143,4586,2126093,5372894,12.566,2017.0,M,22-30,Black,Incarceration,,M5,720.0,0.0,60.0,0.0,0.0,0.0,,0.0,Felony_Sentences_5143,{672D3D64-DE7E-4916-9393-54690994C8DB},,,,,misdemeanours,Yes,23891,Weapon
21447,20857,8253409,2262858,3.1415,2011.0,M,18-21,Black,Incarceration,,M6,504.0,0.0,42.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_21447,{59BD5F02-4846-4BEE-8851-18DA41477840},,,,,felonies,Yes,22986,Violent
12313,13229,9483799,9996612,12.566,2013.0,M,18-21,Black,Incarceration,,D4,216.0,0.0,18.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_12313,{2113950C-488B-46D6-B872-73DAA64C3875},,,,,infractions,No,22986,Drug
2238,2349,647133,9734627,3.1415,2019.0,M,,Black,Probation,,M6,288.0,24.0,0.0,36.0,100.0,0.0,,0.0,Felony_Sentences_2238,{B559CCEF-374D-4E8A-99A6-0880898FB6D4},,,,,felonies,Yes,23891,Violent
21760,20951,2403178,7184273,3.1415,2011.0,M,18-21,Black,Long Split,,M8,336.0,20.0,8.0,30.0,100.0,0.0,0.0,0.0,Felony_Sentences_21760,{DB1BF134-7DF8-411B-9DB6-BB414A04B91B},,,,,misdemeanours,Yes,54612,Weapon
3719,3573,8107612,9554138,3.1415,2018.0,M,18-21,Black,Short Split,,M8,96.0,8.0,1.0,12.0,100.0,0.0,0.0,0.0,Felony_Sentences_3719,{08E942CA-AD62-4BE1-8E02-8736E234CB48},,,,,infractions,Yes,23891,Property
23170,24660,3413248,6750790,3.1415,2010.0,M,18-21,Black,Short Split,,D2,192.0,10.0,6.0,1.0,100.0,0.0,0.0,0.0,Felony_Sentences_23170,{A06D8DD4-0211-4ED0-B48D-ACC38B163510},,,,,infractions,No,23891,Drug
20310,19791,388289,5236892,3.1415,2011.0,M,22-30,Black,Incarceration,,M6,288.0,0.0,24.0,0.0,100.0,,0.0,0.0,Felony_Sentences_20310,{BE73DBF0-02DA-4A67-8BB0-DE2F4756AF4D},,,,,misdemeanours,Yes,54612,Violent
14088,15342,1294987,699486,9.4245,2012.0,M,18-21,Black,,,M8,384.0,0.0,32.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_14088,{2B46DEED-02FF-4F87-AD94-8BBCBA66336F},,,,,felonies,Yes,23891,Weapon
8414,8778,8919335,4693728,18.849,2015.0,M,31-40,Black,Incarceration,,M6,936.0,0.0,78.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_8414,{27CB46FC-D831-4A16-B340-E5D4008B0D95},,,,,infractions,Yes,23891,Violent
10284,9857,9546455,2546270,3.1415,2015.0,M,51-60,Black,,,M8,72.0,6.0,0.0,12.0,100.0,0.0,0.0,0.0,Felony_Sentences_10284,{97BC1572-91B4-4929-BF41-F46AA690EF0B},,,,,misdemeanours,Yes,23891,Violent
22546,22289,9009294,8616785,3.1415,2010.0,M,,Black,Incarceration,,M3,432.0,0.0,36.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_22546,{C4043A97-13F8-47C8-A5D0-69B163243E52},,,,,misdemeanours,Yes,54612,Sex
12830,12340,8075414,7951370,3.1415,2014.0,M,31-40,Black,Probation,,D4,120.0,10.0,0.0,12.0,100.0,,0.0,0.0,Felony_Sentences_12830,{593921B2-FA96-44EC-80A0-296BA177DA41},,,,,infractions,No,54612,Drug
20448,19818,604827,4523601,6.283,2011.0,M,31-40,Black,Probation,,D2,144.0,12.0,0.0,36.0,100.0,0.0,0.0,0.0,Felony_Sentences_20448,{78F64B28-51AA-4B5B-9C0A-2DBE0BF17A78},,,,,felonies,No,23891,Drug
23028,24554,5129161,6104536,3.1415,2010.0,M,41-50,Black,Incarceration,,D3,216.0,0.0,18.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_23028,{1325EA64-62F0-4C1A-8828-8BA1FB1FC292},,,,,felonies,Yes,23891,Drug
9370,9085,4184506,6908755,3.1415,2015.0,M,18-21,Black,Short Split,,M8,192.0,10.0,6.0,18.0,100.0,0.0,,0.0,Felony_Sentences_9370,{F4D37235-AFAF-4DC5-9729-A68FBEA01EFB},,,,,misdemeanours,Yes,22986,Property
19786,20331,6287250,7084202,3.1415,2011.0,M,31-40,Black,Probation,,D3,120.0,10.0,0.0,12.0,100.0,0.0,0.0,0.0,Felony_Sentences_19786,{CAB9A8AC-E1F6-41D8-A7B8-C9BEF29A192F},,,,,felonies,Yes,54612,Drug
23946,24262,1322066,1147776,3.1415,2010.0,M,51-60,Black,Incarceration,,D3,,0.0,24.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_23946,{F518E976-0FE1-4422-9E3A-BE2E7AB6D097},,,,,misdemeanours,Yes,23891,Drug
11044,10545,4567136,428557,28.273500000000002,2014.0,M,41-50,Black,Incarceration,,M5,2880.0,0.0,240.0,0.0,2000.0,0.0,0.0,0.0,Felony_Sentences_11044,{DFE12247-DD17-4D3B-862C-02D243CDD3F3},,,,,misdemeanours,No,54612,Weapon
17910,17094,7394381,1407798,3.1415,2012.0,F,41-50,Black,Incarceration,,M9,72.0,0.0,6.0,0.0,100.0,0.0,,0.0,Felony_Sentences_17910,{2FCE769B-5C0E-4A00-B8F1-7F29030CBE73},,,,,infractions,Yes,22986,Other
5739,4739,1962751,7715615,6.283,2017.0,M,41-50,Black,Incarceration,,M8,120.0,0.0,10.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_5739,{53D6F3C3-A7CC-44CE-9618-33EBB3795C6F},,,,,felonies,No,22986,Property
20532,22409,9956818,6180949,12.566,2010.0,M,22-30,Black,Incarceration,,M5,720.0,0.0,60.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_20532,{FB006D90-B565-44A5-BA68-2595E0EE07C8},,,,,infractions,No,23891,Weapon
16475,17322,8397184,7979046,6.283,2012.0,M,,Black,Incarceration,,M8,384.0,0.0,32.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_16475,{04264300-1F27-4547-A099-D2583AC4080F},,,,,misdemeanours,Yes,22986,Weapon
1325,1466,358094,7961109,3.1415,2019.0,M,22-30,Black,Incarceration,,M8,216.0,0.0,18.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_1325,{E33507D5-7DB6-4B0F-BE01-D036113528DA},,,,,felonies,No,22986,Weapon
7743,7590,6995477,4358854,3.1415,2016.0,M,51-60,Black,Long Split,,M7,576.0,12.0,36.0,12.0,100.0,,0.0,0.0,Felony_Sentences_7743,{FB0E5425-91CE-468D-8DF2-C33CAB339CDC},,,,,felonies,No,22986,Property
13052,13414,4727491,1656057,3.1415,2013.0,M,31-40,Black,Incarceration,,D2,264.0,0.0,22.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_13052,{3E1C685D-71DF-400D-8732-00EC464D4454},,,,,infractions,Yes,22986,Drug
9846,9750,7397223,3701931,3.1415,2015.0,M,22-30,,Probation,,D4,144.0,12.0,0.0,18.0,100.0,0.0,0.0,0.0,Felony_Sentences_9846,{C8DC163E-3B34-4336-9F6B-EE11228B1493},,,,,misdemeanours,No,22986,Drug
14739,13895,4202298,4326418,3.1415,2013.0,M,41-50,Black,Short Split,,M8,216.0,14.0,4.0,24.0,100.0,0.0,0.0,0.0,Felony_Sentences_14739,{FCCBE54F-9E15-44DE-B489-80E143F775FE},,,,,infractions,No,23891,Violent
11073,10574,7018256,6635832,43.981,2014.0,M,18-21,Other or Unknown,Incarceration,,M5,720.0,0.0,60.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_11073,{B42617B1-4C3A-44EB-9687-391187691AF7},,,,,misdemeanours,No,54612,Weapon
1514,1367,8129611,94878,3.1415,2019.0,M,22-30,Black,Short Split,,,72.0,6.0,1.0,12.0,100.0,0.0,0.0,0.0,Felony_Sentences_1514,{0CEBC2C6-978D-4976-A227-014B3D470DA1},,,,,infractions,Yes,22986,Weapon
12079,11589,4064542,7440541,9.4245,2014.0,,31-40,Other or Unknown,Incarceration,,D2,240.0,0.0,20.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_12079,{D55345A3-1BD9-40B0-85C5-F19B3D613A9C},,,,,misdemeanours,Yes,22986,Drug
19455,19587,6025379,2150834,3.1415,2011.0,M,,White,Incarceration,,M7,432.0,,36.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_19455,{2F322143-44A5-4D07-BE3F-5F6E49B96717},,,,,felonies,Yes,22986,Property
2994,3140,2967464,8725781,3.1415,2018.0,M,61-70,Black,Probation,,D3,180.0,15.0,0.0,12.0,100.0,0.0,0.0,0.0,Felony_Sentences_2994,{95A60E2A-CBE9-46C9-A233-EA38D1839ED9},,,,,misdemeanours,Yes,22986,Drug
21967,22154,616424,2014313,3.1415,2010.0,M,22-30,Black,Incarceration,,D3,84.0,0.0,7.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_21967,{064AC3EF-0D2D-4E8F-A99D-D4B1B1DA44AC},,,,,infractions,No,23891,Drug
13732,15928,4721570,9459961,9.4245,2012.0,M,22-30,Black,Incarceration,,M8,144.0,0.0,12.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_13732,{D23624D7-9F09-4086-8FC6-9CAF67258B43},,,,,misdemeanours,Yes,23891,Violent
18774,18369,7425353,2452345,3.1415,2012.0,M,18-21,Black,Incarceration,Voluntary Manslaughter,M3,2160.0,0.0,180.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_18774,{A2220A51-F139-44BD-B576-8F37CF16F240},,,,,infractions,No,23891,Homicide
5609,4721,5859803,5842543,3.1415,2017.0,M,51-60,Black,,,D2,288.0,24.0,0.0,24.0,100.0,0.0,0.0,0.0,Felony_Sentences_5609,{0B0F7FAA-6947-46AE-9AC5-7A02D5B10DFF},,,,,infractions,Yes,23891,Drug
9713,10210,5525079,8355276,3.1415,2015.0,M,18-21,Black,Incarceration,,M6,360.0,,30.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_9713,{B63EE59F-A537-4902-ADCD-FC84E5C687F2},,,,,felonies,No,22986,Violent
20600,21225,3333448,6699508,15.707500000000001,2011.0,M,15-17,Black,Incarceration,,M8,,,12.0,0.0,,0.0,0.0,0.0,Felony_Sentences_20600,{0EA23E2A-39CA-4560-9F1F-DF56771B99FE},,,,,infractions,No,22986,Violent
1661,1772,4221453,790609,3.1415,2019.0,M,31-40,Black,Probation,,M9,36.0,3.0,0.0,24.0,100.0,0.0,,0.0,Felony_Sentences_1661,{3523FFF8-1BD8-49AD-B886-7118A7270E13},,,,,felonies,Yes,23891,Other
10095,9260,5950016,7189550,3.1415,,M,22-30,Black,Incarceration,,M7,288.0,0.0,24.0,0.0,,0.0,0.0,0.0,Felony_Sentences_10095,{715757E9-87DE-46A0-981F-42DCD47B77BB},,,,,infractions,Yes,54612,Weapon
1569,1422,1331444,1410731,3.1415,,M,18-21,Black,Probation,,M8,72.0,6.0,0.0,9.0,100.0,0.0,0.0,0.0,Felony_Sentences_1569,{DE073964-7230-4E45-B4C7-61CAA18C590A},,,,,infractions,No,23891,Weapon
23133,24585,2867212,6204866,3.1415,2010.0,M,,Black,Incarceration,,M8,,0.0,6.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_23133,{708B029E-76AA-48A2-B1BF-1B6524F84183},,,,,infractions,No,23891,Violent
12556,12289,7075831,9493788,3.1415,2014.0,,22-30,Black,Incarceration,,M7,360.0,0.0,30.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_12556,{7CAA89B5-DABF-446D-A93C-E7B62AB5AB5B},,,,,infractions,No,54612,Property
4254,4108,8429563,9552814,3.1415,2018.0,M,18-21,Black,Long Split,,,432.0,6.0,30.0,18.0,100.0,0.0,0.0,0.0,Felony_Sentences_4254,{E5BDECB4-E87A-47F0-874A-5AEE6C7CC438},,,,,misdemeanours,Yes,23891,Violent
21550,22069,9899050,3376042,3.1415,2010.0,,31-40,Black,Probation,,D2,192.0,16.0,0.0,12.0,,0.0,0.0,0.0,Felony_Sentences_21550,{1648C71C-8AD8-47D3-888B-86E81C022479},,,,,infractions,No,54612,Drug
23520,24134,5300754,4966230,3.1415,2010.0,M,,Black,Incarceration,,M6,504.0,0.0,42.0,0.0,100.0,0.0,,0.0,Felony_Sentences_23520,{1E169B55-EB97-41BC-8682-C08F09606964},,,,,felonies,Yes,22986,Violent
4677,6181,9245211,9329367,3.1415,2017.0,M,22-30,Black,Probation,,D3,60.0,5.0,0.0,12.0,,0.0,0.0,0.0,Felony_Sentences_4677,{2EA669B7-A018-4334-8995-6768CADF8332},,,,,infractions,Yes,54612,Drug
4733,5024,8451650,647355,3.1415,2017.0,M,22-30,Black,Incarceration,,M9,144.0,0.0,12.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_4733,{E1A9B0B5-4786-440E-A6FF-2D7AD9E2F1B8},,,,,infractions,Yes,54612,Other
18691,18900,594112,1962680,3.1415,2011.0,M,41-50,Black,Incarceration,,M5,,0.0,96.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_18691,{93792D12-1B9F-4E33-88F8-EDC44DAA0545},,,,,misdemeanours,Yes,23891,Violent
10268,9841,4534301,6073111,3.1415,2015.0,M,22-30,Black,Incarceration,,D2,144.0,0.0,12.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_10268,{52308CA2-2AF4-48E2-9480-1CC1504B7AA8},,,,,felonies,No,54612,Drug
9783,10894,62073,6480069,6.283,2014.0,M,22-30,Other or Unknown,Short Split,,M8,180.0,14.0,1.0,24.0,100.0,0.0,0.0,0.0,Felony_Sentences_9783,{1D7EDF93-95CF-4D0C-98EC-DD62D3598B14},,,,,infractions,No,54612,Violent
10572,9926,1958403,9657218,3.1415,2015.0,M,22-30,Black,Short Split,,M8,144.0,11.0,1.0,12.0,100.0,,0.0,0.0,Felony_Sentences_10572,{E2697F1E-8D16-47D5-8DA1-F80C944A9413},,,,,infractions,Yes,22986,Violent
24644,22877,8853777,7932340,3.1415,2010.0,M,22-30,Black,Probation,,D2,264.0,22.0,0.0,24.0,100.0,0.0,0.0,0.0,Felony_Sentences_24644,{75EC9882-F467-4172-84B5-B7813195FC55},,,,,misdemeanours,No,22986,Drug
17489,17564,8248000,2058535,3.1415,2012.0,M,51-60,Black,Incarceration,,D4,,0.0,12.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_17489,{22767979-29AE-4957-9DC2-D97602D907C3},,,,,felonies,Yes,23891,Drug
2269,2380,9867422,2098741,3.1415,2019.0,F,41-50,Black,Probation,,M9,,12.0,0.0,12.0,100.0,0.0,0.0,0.0,Felony_Sentences_2269,{BC0DF2EB-7329-49BE-9564-57DCC8BB13A0},,,,,infractions,Yes,23891,Other
2657,2514,8555898,2960344,6.283,,M,22-30,Black,Incarceration,,M5,720.0,0.0,60.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_2657,{4E3B96A7-7271-4535-99D1-2406A87B04B4},,,,,felonies,Yes,54612,Weapon
4484,6063,3017388,5044632,3.1415,2017.0,M,18-21,Black,Long Split,,M6,792.0,30.0,36.0,36.0,100.0,0.0,0.0,0.0,Felony_Sentences_4484,{A334CF31-DE13-4531-A39B-84290DD615DE},,,,,misdemeanours,Yes,23891,Violent
3037,3183,4499786,3359663,3.1415,2018.0,M,51-60,Black,Short Split,,D2,,12.0,1.0,12.0,100.0,0.0,0.0,0.0,Felony_Sentences_3037,{503516C9-1857-4D0D-B3D7-384D74548BC9},,,,,misdemeanours,Yes,22986,Drug
9229,9052,495953,8540065,3.1415,2015.0,M,51-60,Black,Short Split,,M6,288.0,18.0,6.0,24.0,100.0,0.0,0.0,,Felony_Sentences_9229,{72D93076-D497-4726-A4E6-F39AAF4D7BB6},,,,,infractions,Yes,23891,Violent
12463,13268,3719401,4426649,81.679,2013.0,M,18-21,Black,Incarceration,,M9,144.0,,12.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_12463,{8790F3B6-87C8-4BBF-8631-C6AF4653D659},,,,,misdemeanours,No,23891,Property
14897,13943,3494209,1253786,34.5565,2013.0,M,31-40,Black,Incarceration,,M8,216.0,0.0,18.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_14897,{627CD7E3-4337-4E02-A075-A2280606201E},,,,,felonies,Yes,23891,Other
15500,14629,3176398,6553360,3.1415,2013.0,M,22-30,Black,Incarceration,,D3,216.0,0.0,18.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_15500,{6BE82080-1783-42ED-B1B1-047B15D2D479},,,,,felonies,No,22986,Drug
5736,4736,6010857,3977595,,2017.0,M,22-30,Black,Incarceration,,M6,360.0,0.0,30.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_5736,{C6641D9C-382B-47D3-B91F-9DAEF88B18CA},,,,,infractions,No,23891,Violent
1342,1483,3775013,8227771,6.283,2019.0,M,18-21,Black,Incarceration,,M5,1008.0,0.0,84.0,0.0,,0.0,0.0,0.0,Felony_Sentences_1342,{FF8062C9-5D2D-44DB-8B95-CEA619A0F34F},,,,,infractions,No,22986,Violent
18376,18806,7677705,9252158,3.1415,2011.0,M,22-30,Black,Incarceration,,D3,168.0,0.0,14.0,0.0,150.0,0.0,0.0,0.0,Felony_Sentences_18376,{B1EBAC64-1B6F-43FB-8F4E-D6F6DCB3D75C},,,,,felonies,No,54612,Drug
23066,22917,9863282,89459,6.283,,M,18-21,Black,,,M7,216.0,0.0,18.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_23066,{4FFE7226-ED29-4C11-9B34-6FBC7A180D7E},,,,,infractions,Yes,23891,Weapon
23737,24202,2356202,8549860,,2010.0,M,31-40,Black,Short Split,,D3,144.0,12.0,1.0,24.0,100.0,0.0,0.0,0.0,Felony_Sentences_23737,{8BC2B796-D1C7-466E-98F7-F025C0240DA0},,,,,misdemeanours,No,22986,Drug
11119,9506,6227068,6822817,21.9905,2015.0,M,41-50,Black,,,,216.0,18.0,0.0,18.0,100.0,0.0,0.0,,Felony_Sentences_11119,{53143B7F-1681-4449-8AC6-5DD837E178BF},,,,,misdemeanours,Yes,23891,Drug
22380,21688,1851785,9792851,6.283,,F,41-50,Black,Probation,,D3,144.0,12.0,0.0,24.0,100.0,0.0,0.0,0.0,Felony_Sentences_22380,{9A1BD7DA-54D7-405D-8444-815171C2AE6B},,,,,infractions,No,22986,Drug
20653,21840,1263162,6858832,3.1415,2010.0,M,18-21,Black,Incarceration,,M9,240.0,0.0,20.0,0.0,800.0,,0.0,0.0,Felony_Sentences_20653,{847D000B-C186-42BD-9F36-5EC39FA20675},,,,,infractions,Yes,22986,Other
5596,4708,9580390,2816420,6.283,2017.0,M,31-40,White,,,D2,144.0,12.0,0.0,9.0,100.0,0.0,0.0,0.0,Felony_Sentences_5596,{42F4C2FD-380A-4DFC-888F-B3A5C1DD4780},,,,,misdemeanours,No,22986,Drug
660,512,3347002,3602664,6.283,2020.0,M,31-40,Black,Long Split,,M8,288.0,,18.0,24.0,100.0,0.0,0.0,0.0,Felony_Sentences_660,{97F242A1-6ACD-4B2B-8FB4-222FBA4F6E1C},,,,,felonies,Yes,22986,Weapon
10277,9850,7335240,8018995,9.4245,2015.0,M,22-30,Black,Incarceration,,M6,432.0,0.0,36.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_10277,{17249153-2B21-4438-B268-D8ADD5D93FFC},,,,,misdemeanours,No,54612,Weapon
15927,17811,3297899,7353469,3.1415,2012.0,M,51-60,,Incarceration,,M7,504.0,0.0,42.0,0.0,,0.0,0.0,0.0,Felony_Sentences_15927,{3708D8B5-219B-44CA-A3C4-885687BC16F1},,,,,infractions,No,23891,Violent
23931,23762,8555975,2659556,,2010.0,M,31-40,Black,Incarceration,,M8,120.0,0.0,10.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_23931,{41A37E20-DED6-4C11-BAD2-6FAA820563D8},,,,,infractions,No,54612,Weapon
20593,21218,9502831,1685288,3.1415,2011.0,M,22-30,Black,,,M8,288.0,21.0,3.0,,100.0,0.0,0.0,0.0,Felony_Sentences_20593,{5D452A05-FBBB-4209-886F-9ED9FE49EBFE},,,,,misdemeanours,Yes,23891,Violent
1809,1664,542613,7781127,3.1415,2019.0,M,22-30,White,Incarceration,,M8,288.0,0.0,24.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_1809,{2DA04702-099E-4F95-9F73-290605DE83E4},,,,,misdemeanours,Yes,22986,Violent
13214,9011,5968720,6506418,6.283,2015.0,M,18-21,Black,Incarceration,,M7,432.0,0.0,36.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_13214,{83EBDAAD-8415-4F24-A27D-4312D1244CC9},,,,,infractions,Yes,23891,Weapon
19094,18468,9412055,4079078,18.849,2011.0,M,22-30,Black,Incarceration,,M5,720.0,0.0,60.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_19094,{509B7FAA-3081-46D9-8402-2C1B0D216782},,,,,felonies,Yes,23891,Weapon
21799,21544,3695796,2948429,3.1415,2011.0,M,22-30,Black,Incarceration,,M9,108.0,0.0,9.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_21799,{67DB58D9-6F9A-4E04-B8AB-FCA4E4A19231},,,,,infractions,Yes,54612,Other
8879,4434,6219508,8014335,3.1415,2018.0,M,31-40,Black,Short Split,,M8,288.0,19.0,5.0,18.0,100.0,0.0,0.0,0.0,Felony_Sentences_8879,{776D2F45-559A-41D3-A1D2-6E8DE838566F},,,,,infractions,Yes,23891,Violent
19975,19203,733770,9536144,87.962,2011.0,,31-40,Black,Incarceration,,M6,1080.0,0.0,90.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_19975,{1859CC7B-A8F6-49E7-8906-F4B67CF52EF1},,,,,infractions,Yes,54612,Sex
14743,13899,8094707,6037731,3.1415,2013.0,,,Black,Incarceration,Murder II,M2,2736.0,0.0,228.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_14743,{E3158F55-7D7E-481A-9AFF-AB4B12AE0752},,,,,misdemeanours,Yes,54612,Homicide
3756,3610,2139028,9998559,6.283,2018.0,M,31-40,Black,Short Split,,D3,216.0,,4.0,24.0,100.0,0.0,0.0,0.0,Felony_Sentences_3756,{B6FC35C2-F2FA-45B4-92E0-C2170EAC2F68},,,,,misdemeanours,Yes,54612,Drug
10855,9462,7824871,7737217,18.849,2015.0,M,22-30,Black,Incarceration,,M8,300.0,0.0,25.0,0.0,100.0,0.0,,0.0,Felony_Sentences_10855,{CE714904-5A34-43D5-A79D-1BB2F1AF60D4},,,,,infractions,Yes,54612,Violent
22025,22612,3571681,8280626,6.283,2010.0,M,31-40,Black,Incarceration,,M8,144.0,0.0,12.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_22025,{791310F8-4E1A-4BFC-842F-0130C0B51D53},,,,,felonies,Yes,23891,Violent
1813,1668,4666603,6627677,3.1415,2019.0,M,51-60,Black,Incarceration,,M8,132.0,0.0,11.0,12.0,100.0,0.0,0.0,,Felony_Sentences_1813,{DE66D7B5-0A5A-42B7-967C-68DC2235B5BB},,,,,misdemeanours,Yes,23891,Violent
1408,1549,2538171,5460082,3.1415,2019.0,M,22-30,White,Probation,,M8,96.0,8.0,0.0,24.0,100.0,0.0,0.0,0.0,Felony_Sentences_1408,{DC989188-F6E6-4C56-89AA-18E86FD4BAB4},,,,,infractions,No,23891,Weapon
19030,20115,5518692,2732584,3.1415,2011.0,M,31-40,Black,Incarceration,,D3,216.0,0.0,18.0,0.0,,0.0,0.0,0.0,Felony_Sentences_19030,{24B32478-7A0A-4F3C-B281-5CCB635D6D01},,,,,misdemeanours,Yes,22986,Drug
3225,3334,2339664,2650132,3.1415,2018.0,F,18-21,Black,Incarceration,,M8,192.0,0.0,16.0,,100.0,0.0,0.0,0.0,Felony_Sentences_3225,{C14109B3-24AB-4190-BBE3-78612BAA8467},,,,,misdemeanours,Yes,23891,Violent
13482,13118,8721169,5212184,3.1415,2013.0,M,31-40,,Incarceration,Murder II,M2,3024.0,0.0,252.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_13482,{36CDC0B9-3E24-4BE8-A1A6-BF11C13ACE7F},,,,,misdemeanours,Yes,23891,Homicide
22855,22377,2882092,5726481,12.566,2010.0,M,22-30,Black,Incarceration,,M5,720.0,0.0,60.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_22855,{59DA6B0B-287C-4DD8-98DC-EE03381F1BA5},,,,,felonies,Yes,54612,Weapon
1682,1793,1580527,1606620,3.1415,2019.0,M,22-30,Black,Probation,,D3,168.0,14.0,0.0,12.0,,0.0,0.0,0.0,Felony_Sentences_1682,{0CFE2B16-70EA-4B86-9CAB-066DC636D0C2},,,,,felonies,Yes,23891,Drug
17263,16337,2199592,6041565,6.283,2012.0,M,22-30,Other or Unknown,Probation,,D2,168.0,14.0,0.0,24.0,100.0,0.0,0.0,0.0,Felony_Sentences_17263,{928C086C-C53A-4A65-94A7-05CA92C61A5A},,,,,misdemeanours,No,23891,Drug
15154,15708,619901,7198754,21.9905,2012.0,M,22-30,Black,Incarceration,,M8,384.0,0.0,32.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_15154,{DCCB20AD-B49E-4BDF-A06B-0EFD14198BF3},,,,,misdemeanours,Yes,23891,Weapon
2382,2233,8415954,3706340,3.1415,2019.0,M,22-30,Black,Incarceration,,M8,240.0,0.0,20.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_2382,{FF37016C-86C5-4DDA-BFB1-769A212097BE},,,,,infractions,Yes,22986,Weapon
17530,17976,3541094,9163938,3.1415,2012.0,M,22-30,Hispanic,Incarceration,,M9,36.0,0.0,,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_17530,{B9F8FA31-6854-4592-8DAD-9F771C422382},,,,,infractions,Yes,54612,Other
23719,24184,6310678,6267458,6.283,2010.0,M,22-30,Black,Incarceration,,D2,264.0,0.0,22.0,0.0,100.0,0.0,0.0,0.0,Felony_Sentences_23719,{1295C6F3-911D-400F-9E1D-47C141E89D76},,,,,infractions,Yes,23891,Drug
